tconst	ordering	nconst	category	job	characters
tt0068473	12	nm0225463	writer	screenplay	\N
tt0068473	13	nm0000958	producer	producer	\N
tt0068473	14	nm0005936	cinematographer	director of photography	\N
tt0068473	15	nm0697371	editor	\N	\N
tt0068473	16	nm0002679	casting_director	\N	\N
tt0068519	1	nm0503095	actor	\N	"[""Evgeniy Ivanovich Troshkin""]"
tt0068519	2	nm0503095	actor	\N	"[""«Dotsent» San Sanych Belyy""]"
tt0068519	3	nm0900120	actor	\N	"[""Khmyr - Gavrila Sheremetyev""]"
tt0068519	4	nm0469434	actor	\N	"[""Kosoy - Fyodor Ermakov""]"
tt0068519	5	nm0613638	actor	\N	"[""Vasya - Vasiliy Alibabayevich""]"
tt0068519	6	nm0307435	actor	\N	"[""Nikolay Grigoryevich Maltsev - Professor""]"
tt0068519	7	nm0268838	actress	\N	"[""Lyudmila - Maltsev's Daughter""]"
tt0068519	8	nm0896554	actor	\N	"[""Vladimir Slavin - Senior Lieutenant""]"
tt0068519	9	nm0648243	actor	\N	"[""Verchenko - Police Colonel""]"
tt0068519	10	nm0660311	actor	\N	"[""Chess Player""]"
tt0068519	11	nm0795328	actor	\N	"[""Prokhorov - Cloak Room Attendant""]"
tt0068519	12	nm0785877	director	\N	\N
tt0068519	13	nm0199381	writer	\N	\N
tt0068519	14	nm0865719	writer	\N	\N
tt0068519	15	nm0321597	composer	composer	\N
tt0068519	16	nm0475523	cinematographer	\N	\N
tt0068519	17	nm0719579	editor	\N	\N
tt0068519	18	nm0625883	production_designer	\N	\N
tt0068575	1	nm0005078	actor	\N	"[""Tully""]"
tt0068575	2	nm0000313	actor	\N	"[""Ernie""]"
tt0068575	3	nm0879073	actress	\N	"[""Oma""]"
tt0068575	4	nm0163748	actress	\N	"[""Faye""]"
tt0068575	5	nm0170225	actor	\N	"[""Ruben""]"
tt0068575	6	nm0032734	actor	\N	"[""Babe""]"
tt0068575	7	nm0170107	actor	\N	"[""Earl""]"
tt0068575	8	nm0735519	actor	\N	"[""Lucero""]"
tt0068575	9	nm2549516	actor	\N	"[""Wes""]"
tt0068575	10	nm0536755	actor	\N	"[""Buford""]"
tt0068575	11	nm0001379	director	\N	\N
tt0068575	12	nm0307024	writer	screenplay	\N
tt0068575	13	nm0001379	producer	producer	\N
tt0068575	14	nm0823256	producer	producer	\N
tt0068575	15	nm0005734	cinematographer	director of photography	\N
tt0068575	16	nm0860828	editor	\N	\N
tt0068575	17	nm0740407	casting_director	\N	\N
tt0068575	18	nm0795707	casting_director	\N	\N
tt0068575	19	nm0843129	production_designer	\N	\N
tt0068611	1	nm0277424	actor	\N	"[""Richard Blaney""]"
tt0068611	2	nm0287687	actor	\N	"[""Robert Rusk""]"
tt0068611	3	nm0500317	actress	\N	"[""Brenda Blaney""]"
tt0068611	4	nm0557281	actress	\N	"[""Babs Milligan""]"
tt0068611	5	nm0566680	actor	\N	"[""Chief Inspector Oxford""]"
tt0068611	6	nm0580357	actress	\N	"[""Mrs. Oxford""]"
tt0068611	7	nm0925794	actress	\N	"[""Hetty Porter""]"
tt0068611	8	nm0842578	actor	\N	"[""Johnny Porter""]"
tt0068611	9	nm0187754	actor	\N	"[""Felix Forsythe""]"
tt0068611	10	nm0060988	actor	\N	"[""Sergeant Spearman""]"
tt0068611	11	nm0000033	director	director	\N
tt0068611	12	nm0478383	writer	"based on the novel ""Goodbye Piccadilly, Farewell Leicester Square"" by"	\N
tt0068611	13	nm0787289	writer	screenplay by	\N
tt0068611	14	nm0006109	composer	\N	\N
tt0068611	15	nm0852405	cinematographer	director of photography	\N
tt0068611	16	nm0433384	editor	\N	\N
tt0068611	17	nm0629452	casting_director	casting_director	\N
tt0068611	18	nm0128966	production_designer	\N	\N
tt0068638	1	nm0000537	actor	\N	"[""Doc McCoy""]"
tt0068638	2	nm0532298	actress	\N	"[""Carol McCoy""]"
tt0068638	3	nm0424565	actor	\N	"[""Jack Beynon""]"
tt0068638	4	nm0001783	actress	\N	"[""Fran Clinton""]"
tt0068638	5	nm0504803	actor	\N	"[""Rudy Butler""]"
tt0068638	6	nm0001620	actor	\N	"[""Cowboy""]"
tt0068638	7	nm0109175	actor	\N	"[""The Thief""]"
tt0068638	8	nm0230284	actor	\N	"[""Harold Clinton""]"
tt0068638	9	nm0852305	actor	\N	"[""Laughlin""]"
tt0068638	10	nm0005019	actor	\N	"[""Frank Jackson""]"
tt0068638	11	nm0001603	director	\N	\N
tt0068638	12	nm0001353	writer	screenplay	\N
tt0068638	13	nm0860292	writer	novel	\N
tt0068638	14	nm0112896	producer	producer	\N
tt0068638	15	nm0287759	producer	producer	\N
tt0068638	16	nm0005065	composer	\N	\N
tt0068638	17	nm0005644	cinematographer	director of photography	\N
tt0068638	18	nm0938130	editor	editor	\N
tt0068638	19	nm0595141	casting_director	\N	\N
tt0068646	1	nm0000008	actor	\N	"[""Don Vito Corleone""]"
tt0068646	2	nm0000199	actor	\N	"[""Michael""]"
tt0068646	3	nm0001001	actor	\N	"[""Sonny""]"
tt0068646	4	nm0000473	actress	\N	"[""Kay Adams""]"
tt0068646	5	nm0144710	actor	\N	"[""Clemenza""]"
tt0068646	6	nm0000380	actor	\N	"[""Tom Hagen""]"
tt0068646	7	nm0001330	actor	\N	"[""Capt. McCluskey""]"
tt0068646	8	nm0549134	actor	\N	"[""Jack Woltz""]"
tt0068646	9	nm0002017	actor	\N	"[""Barzini""]"
tt0068646	10	nm0504803	actor	\N	"[""Sollozzo""]"
tt0068646	11	nm0000338	director	director	\N
tt0068646	12	nm0701374	writer	screenplay by	\N
tt0068646	13	nm0000338	writer	screenplay by	\N
tt0068646	14	nm0748665	producer	producer	\N
tt0068646	15	nm0000065	composer	\N	\N
tt0068646	16	nm0932336	cinematographer	director of photography	\N
tt0068646	17	nm0722000	editor	\N	\N
tt0068646	18	nm0957038	editor	\N	\N
tt0068646	19	nm0226544	casting_director	casting_director	\N
tt0068646	20	nm0247622	casting_director	casting_director	\N
tt0068646	21	nm0740407	casting_director	casting_director	\N
tt0068646	22	nm0851790	production_designer	\N	\N
tt0068655	1	nm0007069	actor	\N	"[""François Perrin""]"
tt0068655	2	nm0088396	actor	\N	"[""Colonel Bernard Milan""]"
tt0068655	3	nm0734000	actor	\N	"[""Le colonel Louis Marie Alphonse Toulouse""]"
tt0068655	4	nm0014800	actress	\N	"[""Christine""]"
tt0068655	5	nm0144579	actress	\N	"[""Paulette""]"
tt0068655	6	nm0643580	actor	\N	"[""Botrel""]"
tt0068655	7	nm0144596	actor	\N	"[""Georghiu""]"
tt0068655	8	nm0766551	actor	\N	"[""Poucet""]"
tt0068655	9	nm0127957	actor	\N	"[""M. Boudart""]"
tt0068655	10	nm0057428	actor	\N	"[""Chaperon""]"
tt0068655	11	nm0002216	director	\N	\N
tt0068655	12	nm0002216	writer	screenplay	\N
tt0068655	13	nm0891554	writer	screenplay	\N
tt0068655	14	nm0688583	producer	producer	\N
tt0068655	15	nm0002216	producer	producer	\N
tt0068655	16	nm0006019	composer	\N	\N
tt0068655	17	nm0558420	cinematographer	\N	\N
tt0068655	18	nm0221314	editor	\N	\N
tt0068655	19	nm0582891	production_designer	production_designer	\N
tt0068699	1	nm0000142	actor	\N	"[""The Stranger""]"
tt0068699	2	nm0089244	actress	\N	"[""Sarah Belding""]"
tt0068699	3	nm0384494	actress	\N	"[""Callie Travers""]"
tt0068699	4	nm0752751	actor	\N	"[""Dave Drake""]"
tt0068699	5	nm0319978	actor	\N	"[""Morgan Allen""]"
tt0068699	6	nm0317369	actor	\N	"[""Mayor Jason Hobart""]"
tt0068699	7	nm0366894	actor	\N	"[""Lewis Belding""]"
tt0068699	8	nm0193260	actor	\N	"[""Mordecai""]"
tt0068699	9	nm0507212	actor	\N	"[""Stacey Bridges""]"
tt0068699	10	nm0908198	actor	\N	"[""Bill Borders""]"
tt0068699	11	nm0000142	director	\N	\N
tt0068699	12	nm0862781	writer	written by	\N
tt0068699	13	nm0197883	producer	producer	\N
tt0068699	14	nm0059121	composer	composer	\N
tt0068699	15	nm0839732	cinematographer	director of photography	\N
tt0068699	16	nm0916883	editor	film editor	\N
tt0068762	1	nm0000602	actor	\N	"[""Jeremiah Johnson""]"
tt0068762	2	nm0002095	actor	\N	"[""Bear Claw""]"
tt0068762	3	nm0093386	actress	\N	"[""Swan""]"
tt0068762	4	nm0016365	actor	\N	"[""Caleb""]"
tt0068762	5	nm0555146	actor	\N	"[""Paints His Shirt Red""]"
tt0068762	6	nm0572885	actress	\N	"[""Crazy Woman""]"
tt0068762	7	nm0317369	actor	\N	"[""Del Gue""]"
tt0068762	8	nm0029409	actor	\N	"[""Chief Two-Tongues Lebeaux""]"
tt0068762	9	nm0070801	actor	\N	"[""Reverend Lindquist""]"
tt0068762	10	nm0879006	actor	\N	"[""Robidoux""]"
tt0068762	11	nm0001628	director	\N	\N
tt0068762	12	nm0279830	writer	"novel ""Mountain Man"""	\N
tt0068762	13	nm0861633	writer	"story ""Crow Killer"""	\N
tt0068762	14	nm0120491	writer	"story ""Crow Killer"""	\N
tt0068762	15	nm0587518	writer	screenplay by	\N
tt0068762	16	nm0937208	producer	producer	\N
tt0068762	17	nm0532838	composer	\N	\N
tt0068762	18	nm0748270	composer	\N	\N
tt0068762	19	nm0130131	cinematographer	director of photography	\N
tt0068762	20	nm0822201	editor	film editor	\N
tt0068762	21	nm0002679	casting_director	\N	\N
tt0068767	1	nm0000045	actor	\N	"[""Chen Zhen""]"
tt0068767	2	nm0583963	actress	\N	"[""Yuan Le-erh""]"
tt0068767	3	nm0862875	actor	\N	"[""Fan Chun-hsia""]"
tt0068767	4	nm0947935	actress	\N	"[""Yen""]"
tt0068767	5	nm0048871	actor	\N	"[""Petrov""]"
tt0068767	6	nm0155223	actor	\N	"[""Chao""]"
tt0068767	7	nm0157780	actor	\N	"[""Tung""]"
tt0068767	8	nm0157300	actor	\N	"[""Feng Kwai-sher""]"
tt0068767	9	nm0368041	actor	\N	"[""Hiroshi Suzuki""]"
tt0068767	10	nm0441547	actor	\N	"[""Suzuki's bodyguard""]"
tt0068767	11	nm0516344	director	\N	\N
tt0068767	12	nm0516344	writer	screenplay	\N
tt0068767	13	nm0159494	producer	producer	\N
tt0068767	14	nm0345150	composer	composer	\N
tt0068767	15	nm0155185	cinematographer	\N	\N
tt0068767	16	nm0151649	editor	editor	\N
tt0068767	17	nm0516344	production_designer	production_designer	\N
tt0068814	1	nm0664605	actress	\N	"[""Maria""]"
tt0068814	2	nm0329836	actor	\N	"[""Karaivan""]"
tt0068814	3	nm1070032	actor	\N	"[""Ovcharyat""]"
tt0068814	4	nm0464060	actor	\N	"[""Deli""]"
tt0068814	5	nm0218933	actor	\N	"[""Turchin""]"
tt0068814	6	nm0561415	actor	\N	"[""Mustafa""]"
tt0068814	7	nm0027979	actress	\N	"[""Maria kato malka""]"
tt0068814	8	nm0945939	actor	\N	"[""Nasilnik""]"
tt0068814	9	nm1173008	actress	\N	"[""Lyubimata na Mustafa""]"
tt0068814	10	nm0643525	actor	\N	\N
tt0068814	11	nm0027975	director	\N	\N
tt0068814	12	nm0354416	writer	\N	\N
tt0068814	13	nm1099024	composer	\N	\N
tt0068814	14	nm0685258	composer	\N	\N
tt0068814	15	nm0463861	cinematographer	\N	\N
tt0068814	16	nm0705500	editor	\N	\N
tt0068814	17	nm0246147	production_designer	\N	\N
tt0068815	1	nm0423663	actor	\N	"[""Ogami Itto""]"
tt0068815	2	nm0913796	actor	\N	"[""Bizennokami Yagyû""]"
tt0068815	3	nm0441351	actor	\N	"[""Ikiyu""]"
tt0068815	4	nm0562206	actress	\N	"[""Osen (whore)""]"
tt0068815	5	nm0357297	actress	\N	\N
tt0068815	6	nm0875503	actor	\N	"[""Kurando Yagyû""]"
tt0068815	7	nm0879729	actor	\N	"[""Kenmotsu Sugito""]"
tt0068815	8	nm0619821	actor	\N	"[""Ichige Gyobu""]"
tt0068815	9	nm0441410	actor	\N	"[""Danjô Tonami""]"
tt0068815	10	nm0297852	actress	\N	"[""Azami Ogami""]"
tt0068815	11	nm0593014	director	\N	\N
tt0068815	12	nm0463521	writer	manga	\N
tt0068815	13	nm0463618	writer	manga	\N
tt0068815	14	nm0441526	producer	producer	\N
tt0068815	15	nm0559387	producer	producer	\N
tt0068815	16	nm0757312	composer	composer	\N
tt0068815	17	nm0538648	cinematographer	cinematographer	\N
tt0068815	18	nm0849475	editor	\N	\N
tt0068816	1	nm0423663	actor	\N	"[""Ogami Itto""]"
tt0068816	2	nm0559607	actress	\N	"[""Yagyu Sayaka""]"
tt0068816	3	nm0645011	actor	\N	"[""Benma Hidari""]"
tt0068816	4	nm0461983	actor	\N	"[""Ozunu Kurokuwa""]"
tt0068816	5	nm0457223	actor	\N	"[""Kuruma Hidari""]"
tt0068816	6	nm0633028	actor	\N	"[""Tenma Hidari""]"
tt0068816	7	nm0247938	actor	\N	"[""Mitsugu""]"
tt0068816	8	nm0559521	actor	\N	"[""Ichirobei Hirano""]"
tt0068816	9	nm0866674	actor	\N	"[""Daigoro Ogami""]"
tt0068816	10	nm0044043	actress	\N	"[""Otoki""]"
tt0068816	11	nm0593014	director	\N	\N
tt0068816	12	nm0463521	writer	manga	\N
tt0068816	13	nm0463618	writer	manga	\N
tt0068816	14	nm0441526	producer	producer	\N
tt0068816	15	nm0559387	producer	producer	\N
tt0068816	16	nm0757312	composer	\N	\N
tt0068816	17	nm0538648	cinematographer	cinematographer	\N
tt0068816	18	nm0849475	editor	\N	\N
tt0068817	1	nm0423663	actor	\N	"[""Ogami Itto""]"
tt0068817	2	nm0441351	actor	\N	"[""Magomura Kanbei""]"
tt0068817	3	nm0357297	actress	\N	"[""Koshio Torizo""]"
tt0068817	4	nm0357297	actress	\N	"[""Miura Tori""]"
tt0068817	5	nm0945299	actor	\N	"[""Sawatari Genba""]"
tt0068817	6	nm0594702	actor	\N	"[""Itakura Naizen-no-Sho""]"
tt0068817	7	nm0368049	actor	\N	"[""Yagyu Samurai""]"
tt0068817	8	nm0866674	actor	\N	"[""Ogami Daigoro""]"
tt0068817	9	nm0441389	actress	\N	"[""Omatsu""]"
tt0068817	10	nm0357307	actor	\N	"[""Miura Tatewaki""]"
tt0068817	11	nm0476213	actor	\N	"[""Kuchiki Rokubei""]"
tt0068817	12	nm0593014	director	\N	\N
tt0068817	13	nm0463521	writer	manga	\N
tt0068817	14	nm0463618	writer	manga	\N
tt0068817	15	nm0441526	producer	producer	\N
tt0068817	16	nm0559387	producer	producer	\N
tt0068817	17	nm0757312	composer	\N	\N
tt0068817	18	nm0538648	cinematographer	cinematographer	\N
tt0068817	19	nm0849475	editor	\N	\N
tt0068883	1	nm0000918	actor	\N	"[""Ludwig""]"
tt0068883	2	nm0002769	actress	\N	"[""Elisabeth of Austria""]"
tt0068883	3	nm0002145	actor	\N	"[""Richard Wagner""]"
tt0068883	4	nm0542146	actress	\N	"[""Cosima von Bülow""]"
tt0068883	5	nm0002085	actor	\N	"[""Father Hoffman""]"
tt0068883	6	nm0340926	actor	\N	"[""Dürckheim""]"
tt0068883	7	nm0854337	actress	\N	"[""Queen Mother""]"
tt0068883	8	nm0650753	actor	\N	"[""Count von Holnstein""]"
tt0068883	9	nm0609699	actor	\N	"[""Prince Otto""]"
tt0068883	10	nm0678238	actress	\N	"[""Sophie von Wittelstein""]"
tt0068883	11	nm0899581	director	\N	\N
tt0068883	12	nm0899581	writer	story and screenplay	\N
tt0068883	13	nm0575804	writer	story and screenplay	\N
tt0068883	14	nm0147599	writer	collaboration	\N
tt0068883	15	nm0763209	producer	producer	\N
tt0068883	16	nm0005811	cinematographer	director of photography	\N
tt0068883	17	nm0557870	editor	\N	\N
tt0068883	18	nm0157061	production_designer	\N	\N
tt0068883	19	nm0778518	production_designer	\N	\N
tt0068935	1	nm0000045	actor	\N	"[""Tang Lung""]"
tt0068935	2	nm0001569	actor	\N	"[""Colt""]"
tt0068935	3	nm0583963	actress	\N	"[""Chen Ching Hua""]"
tt0068935	4	nm0683793	actor	\N	"[""Ho""]"
tt0068935	5	nm0398974	actor	\N	"[""'Uncle' Wang""]"
tt0068935	6	nm0908378	actor	\N	"[""Bob""]"
tt0068935	7	nm0923554	actor	\N	"[""Japanese Fighter""]"
tt0068935	8	nm0862477	actor	\N	"[""Ah Quen""]"
tt0068935	9	nm0490492	actor	\N	"[""Tony""]"
tt0068935	10	nm0151137	actor	\N	"[""Jimmy""]"
tt0068935	11	nm0000045	director	\N	\N
tt0068935	12	nm0000045	writer	screenplay	\N
tt0068935	13	nm0159494	producer	producer	\N
tt0068935	14	nm0000045	producer	producer	\N
tt0068935	15	nm0345150	composer	\N	\N
tt0068935	16	nm0632739	cinematographer	cinematographer	\N
tt0068935	17	nm0151649	editor	editor	\N
tt0069035	1	nm0001884	actor	\N	"[""Karl Oskar""]"
tt0069035	2	nm0880521	actress	\N	"[""Kristina""]"
tt0069035	3	nm0043453	actor	\N	"[""Robert""]"
tt0069035	4	nm0512437	actor	\N	"[""Arvid""]"
tt0069035	5	nm0249735	actor	\N	"[""Danjel""]"
tt0069035	6	nm0955199	actress	\N	"[""Ulrika""]"
tt0069035	7	nm0019244	actor	\N	"[""Jonas Petter""]"
tt0069035	8	nm0699447	actress	\N	"[""Fina-Kajsa""]"
tt0069035	9	nm0084917	actor	\N	"[""Anders Månsson, hennes son""]"
tt0069035	10	nm0288605	actor	\N	"[""Pastor Jackson""]"
tt0069035	11	nm0873296	director	\N	\N
tt0069035	12	nm0595002	writer	novel	\N
tt0069035	13	nm0286873	writer	screenplay	\N
tt0069035	14	nm0873296	writer	screenplay	\N
tt0069035	15	nm0286873	producer	producer	\N
tt0069035	16	nm0259671	composer	\N	\N
tt0069035	17	nm0643924	composer	composer	\N
tt0069035	18	nm0873296	cinematographer	\N	\N
tt0069035	19	nm0873296	editor	\N	\N
tt0069090	1	nm0319592	self	\N	"[""Self (guitar, vocals)""]"
tt0069090	2	nm0914166	self	\N	"[""Self (bass, vocals, percussion)""]"
tt0069090	3	nm0942739	self	\N	"[""Self (keyboards, vocals)""]"
tt0069090	4	nm0556885	self	\N	"[""Self (drums)""]"
tt0069090	5	nm0969139	self	\N	"[""Themselves""]"
tt0069090	6	nm0531066	director	\N	\N
tt0069090	7	nm0005763	cinematographer	director of photography	\N
tt0069090	8	nm0005833	cinematographer	director of photography	\N
tt0069090	9	nm1857717	editor	editor	\N
tt0069090	10	nm0684226	editor	editor	\N
tt0069097	1	nm0000095	actor	\N	"[""Allan""]"
tt0069097	2	nm0000473	actress	\N	"[""Linda""]"
tt0069097	3	nm0731634	actor	\N	"[""Dick""]"
tt0069097	4	nm0480379	actor	\N	"[""Bogart""]"
tt0069097	5	nm0000769	actress	\N	"[""Nancy""]"
tt0069097	6	nm0759022	actress	\N	"[""Sharon""]"
tt0069097	7	nm0051916	actress	\N	"[""Julie""]"
tt0069097	8	nm0900201	actress	\N	"[""Jennifer""]"
tt0069097	9	nm0954911	actress	\N	"[""Discotheque Girl""]"
tt0069097	10	nm0204050	actress	\N	"[""Museum Girl""]"
tt0069097	11	nm0006889	director	\N	\N
tt0069097	12	nm0000095	writer	based on the play by	\N
tt0069097	13	nm0414336	producer	producer	\N
tt0069097	14	nm0006105	composer	composer	\N
tt0069097	15	nm0005845	cinematographer	director of photography	\N
tt0069097	16	nm0745236	editor	film editor	\N
tt0069097	17	nm0937129	production_designer	\N	\N
tt0069113	1	nm0000432	actor	\N	"[""Reverend Scott""]"
tt0069113	2	nm0000308	actor	\N	"[""Rogo""]"
tt0069113	3	nm0001859	actress	\N	"[""Belle Rosen""]"
tt0069113	4	nm0000999	actor	\N	"[""Martin""]"
tt0069113	5	nm0528595	actress	\N	"[""Nonnie""]"
tt0069113	6	nm0001522	actor	\N	"[""Acres""]"
tt0069113	7	nm0001771	actress	\N	"[""Linda Rogo""]"
tt0069113	8	nm0016776	actor	\N	"[""Manny Rosen""]"
tt0069113	9	nm0552863	actress	\N	"[""Susan""]"
tt0069113	10	nm0640023	actor	\N	"[""Chaplain""]"
tt0069113	11	nm0623768	director	\N	\N
tt0069113	12	nm0798103	writer	screenplay	\N
tt0069113	13	nm0562606	writer	screenplay	\N
tt0069113	14	nm0302904	writer	novel	\N
tt0069113	15	nm0000740	producer	producer	\N
tt0069113	16	nm0002354	composer	\N	\N
tt0069113	17	nm0005885	cinematographer	director of photography	\N
tt0069113	18	nm0470932	editor	\N	\N
tt0069113	19	nm0062429	casting_director	\N	\N
tt0069113	20	nm0187169	production_designer	production_designer	\N
tt0069191	1	nm0055525	actress	\N	\N
tt0069191	2	nm0327436	actor	\N	"[""Fellini, Age 18""]"
tt0069191	3	nm0282671	actress	\N	"[""Dolores - Young Prostitute""]"
tt0069191	4	nm0208264	actress	\N	"[""Princess Domitilla""]"
tt0069191	5	nm0537962	actor	\N	"[""Guide in the Catacombs""]"
tt0069191	6	nm0320533	actor	\N	"[""Cardinal Ottaviani""]"
tt0069191	7	nm0537706	actress	\N	"[""Pharmacist's wife""]"
tt0069191	8	nm0537706	actress	\N	"[""Cinema spectator""]"
tt0069191	9	nm0768626	actor	\N	"[""Music Hall Compere""]"
tt0069191	10	nm0536167	actress	\N	"[""Anna Magnani""]"
tt0069191	11	nm0111377	actress	\N	\N
tt0069191	12	nm0000019	director	\N	\N
tt0069191	13	nm0000019	writer	story	\N
tt0069191	14	nm0953301	writer	story	\N
tt0069191	15	nm0890480	producer	producer	\N
tt0069191	16	nm0000065	composer	\N	\N
tt0069191	17	nm0005850	cinematographer	\N	\N
tt0069191	18	nm0557870	editor	\N	\N
tt0069191	19	nm0232219	production_designer	\N	\N
tt0069281	1	nm0000059	actor	\N	"[""Andrew Wyke""]"
tt0069281	2	nm0000323	actor	\N	"[""Milo Tindle""]"
tt0069281	3	nm0000323	actor	\N	"[""Inspector Doppler""]"
tt0069281	4	nm0147250	actor	\N	"[""Inspector Doppler""]"
tt0069281	5	nm0560064	actor	\N	"[""Detective Sergeant Tarrant""]"
tt0069281	6	nm0151920	actress	\N	"[""Marguerite Wyke""]"
tt0069281	7	nm0553117	actor	\N	"[""Police Constable Higgs""]"
tt0069281	8	nm0000581	director	\N	\N
tt0069281	9	nm0787289	writer	play	\N
tt0069281	10	nm0331810	producer	producer	\N
tt0069281	11	nm0011709	composer	\N	\N
tt0069281	12	nm0005807	cinematographer	director of photography	\N
tt0069281	13	nm0546263	editor	\N	\N
tt0069281	14	nm0010553	production_designer	\N	\N
tt0069293	1	nm0094081	actress	\N	"[""Khari""]"
tt0069293	2	nm0052023	actor	\N	"[""Kris Kelvin, psikholog""]"
tt0069293	3	nm0433525	actor	\N	"[""Doktor Snaut, kibernetik""]"
tt0069293	4	nm0245367	actor	\N	"[""Anri Berton, pilot""]"
tt0069293	5	nm0342458	actor	\N	"[""Nik Kelvin, otets Krisa Kelvina""]"
tt0069293	6	nm0813463	actor	\N	"[""Doktor Sartorius, astrobiolog""]"
tt0069293	7	nm0055835	actress	\N	"[""Mat Krisa Kelvina""]"
tt0069293	8	nm0449256	actor	\N	"[""Syn Anri Bertona""]"
tt0069293	9	nm0457972	actress	\N	"[""Gostya doktora Gribaryana""]"
tt0069293	10	nm0540918	actress	\N	"[""Plemyannitsa Krisa Kelvina""]"
tt0069293	11	nm0001789	director	director	\N
tt0069293	12	nm0501015	writer	"novel ""Solaris"""	\N
tt0069293	13	nm0330830	writer	screenplay	\N
tt0069293	14	nm0001789	writer	screenplay	\N
tt0069293	15	nm17724150	producer	producer	\N
tt0069293	16	nm0005949	composer	composer	\N
tt0069293	17	nm0951134	cinematographer	\N	\N
tt0069293	18	nm0270828	editor	editor	\N
tt0069293	19	nm0738593	production_designer	\N	\N
tt0069303	1	nm0001807	actress	\N	"[""Rebecca""]"
tt0069303	2	nm0934902	actor	\N	"[""Nathan Lee""]"
tt0069303	3	nm0393661	actor	\N	"[""David Lee""]"
tt0069303	4	nm0558618	actress	\N	"[""Mrs. Boatwright""]"
tt0069303	5	nm0536737	actor	\N	"[""Ike""]"
tt0069303	6	nm0078940	actor	\N	"[""Sheriff Young""]"
tt0069303	7	nm0393658	actor	\N	"[""Earl""]"
tt0069303	8	nm0418907	actress	\N	"[""Josie Mae""]"
tt0069303	9	nm0476609	actress	\N	"[""Harriet""]"
tt0069303	10	nm0014801	actor	\N	"[""Mr. Perkins""]"
tt0069303	11	nm0728688	director	\N	\N
tt0069303	12	nm0253039	writer	screenplay	\N
tt0069303	13	nm0035943	writer	novel	\N
tt0069303	14	nm0705723	producer	producer	\N
tt0069303	15	nm0536737	composer	\N	\N
tt0069303	16	nm0002166	cinematographer	director of photography	\N
tt0069303	17	nm0505720	editor	editor	\N
tt0069303	18	nm0780277	casting_director	\N	\N
tt0069303	19	nm0379761	production_designer	production_designer	\N
tt0069452	1	nm0957372	actor	\N	"[""Valter""]"
tt0069452	2	nm0548589	actor	\N	"[""Sead Kapetanovic""]"
tt0069452	3	nm0759685	actor	\N	"[""Zis""]"
tt0069452	4	nm0817135	actress	\N	"[""Mirna""]"
tt0069452	5	nm0092482	actor	\N	"[""Kondor""]"
tt0069452	6	nm0227347	actor	\N	"[""Suri""]"
tt0069452	7	nm0352050	actor	\N	"[""Von Dietrich""]"
tt0069452	8	nm0753957	actor	\N	"[""Bischoff""]"
tt0069452	9	nm0462442	actor	\N	"[""Podpukovnik Hagen""]"
tt0069452	10	nm0904303	actor	\N	"[""Otpravnik vozova""]"
tt0069452	11	nm0472954	director	\N	\N
tt0069452	12	nm0495848	writer	\N	\N
tt0069452	13	nm0010650	composer	\N	\N
tt0069452	14	nm0226708	cinematographer	\N	\N
tt0069452	15	nm0084788	editor	\N	\N
tt0069452	16	nm0071374	editor	\N	\N
tt0069452	17	nm0421898	production_designer	\N	\N
tt0069467	1	nm0027683	actress	\N	"[""Agnes""]"
tt0069467	2	nm0880521	actress	\N	"[""Maria""]"
tt0069467	3	nm0843306	actress	\N	"[""Anna""]"
tt0069467	4	nm0862026	actress	\N	"[""Karin""]"
tt0069467	5	nm0252244	actor	\N	"[""Isak""]"
tt0069467	6	nm0318676	actress	\N	"[""Storyteller""]"
tt0069467	7	nm0430746	actor	\N	"[""David""]"
tt0069467	8	nm0605786	actor	\N	"[""Joakim""]"
tt0069467	9	nm0959813	actor	\N	"[""Fredrik""]"
tt0069467	10	nm0000005	actor	\N	"[""Narrator""]"
tt0069467	11	nm0000005	actor	\N	"[""Narrator""]"
tt0069467	12	nm0000005	director	\N	\N
tt0069467	13	nm0000005	writer	\N	\N
tt0069467	14	nm0000005	producer	producer	\N
tt0069467	15	nm0137324	producer	producer	\N
tt0069467	16	nm0005815	cinematographer	\N	\N
tt0069467	17	nm0526459	editor	\N	\N
tt0069467	18	nm0903623	production_designer	\N	\N
tt0069495	1	nm0000659	actress	\N	"[""Judy Maxwell""]"
tt0069495	2	nm0641939	actor	\N	"[""Howard Bannister""]"
tt0069495	3	nm0001404	actress	\N	"[""Eunice Burns""]"
tt0069495	4	nm0550318	actor	\N	"[""Hugh Simon""]"
tt0069495	5	nm0671721	actor	\N	"[""Frederick Larrabee""]"
tt0069495	6	nm0614526	actor	\N	"[""Mr. Smith""]"
tt0069495	7	nm0744981	actor	\N	"[""Mr. Jones""]"
tt0069495	8	nm0095368	actor	\N	"[""Harry""]"
tt0069495	9	nm0317369	actor	\N	"[""Fritz""]"
tt0069495	10	nm0016781	actress	\N	"[""Mrs. Van Hoskins""]"
tt0069495	11	nm0000953	director	\N	\N
tt0069495	12	nm0377750	writer	screenplay	\N
tt0069495	13	nm0628058	writer	screenplay	\N
tt0069495	14	nm0000914	writer	screenplay	\N
tt0069495	15	nm0000953	writer	story	\N
tt0069495	16	nm0000953	producer	producer	\N
tt0069495	17	nm0004088	cinematographer	director of photography	\N
